1602872965 1 0 0 0
1602966673 2 0 0 0
1603137283 3 0 0 0
1603212942 3 0 0 1
1604263803 3 1 0 1
1604265516 3 2 0 1
1604265799 3 3 0 1
1604304155 4 3 0 1
1604305755 5 3 0 1
1604305894 6 3 0 1
1604353790 7 3 0 1
1604358592 7 3 1 1
1604409118 8 3 1 1
1604409490 9 3 1 1
1604410266 10 3 1 1
1604410496 11 3 1 1
1604410923 12 3 1 1
1604529233 12 4 1 1
1604602320 12 5 1 1
1604748186 13 5 1 1
1604748210 14 5 1 1
1604748262 15 5 1 1
1604756119 15 6 1 1
1604770965 15 6 2 1
1604771293 16 6 2 1
1604771484 17 6 2 1
1604889690 17 7 2 1
1604889720 17 8 2 1
1604890038 17 9 2 1
1604890155 17 10 2 1
1604974975 17 11 2 1
1605045871 17 12 2 1
1605093229 17 13 2 1
1605094140 18 13 2 1
1605094416 19 13 2 1
1605095310 20 13 2 1
1605103310 20 13 3 1
1605103393 20 13 4 1
1605103464 20 13 5 1
1605202108 21 13 5 1
1605231115 21 14 5 1
1605270689 21 15 5 1
1605277672 21 16 5 1
1605379251 22 16 5 1
1605379296 23 16 5 1
1605391274 23 16 6 1
1605391339 23 16 7 1
1605531219 24 16 7 1
1605538860 24 16 8 1
1605542414 24 16 9 1
1605542507 24 16 10 1
1605542519 24 16 11 1
1605558762 24 16 12 1
1605578084 24 17 12 1
1605611046 24 18 12 1
1605611282 24 19 12 1
1605611325 24 19 13 1
1605611334 24 19 14 1
1605613636 24 20 14 1
1605613847 24 21 14 1
1605613960 24 22 14 1
1605614771 24 23 14 1
1605618799 24 23 15 1
